dish_id,name_vi,region,origin,roles,serving_g,verified_by,note
VN-CANH-CAI-TOM,Canh cải nấu tôm,Chung,vn,soup,210,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),LLM soạn nháp — CẦN R2 duyệt gram. [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]
VN-SUON-XAO-CHUA-NGOT,Sườn xào chua ngọt,Chung,vn,protein,280,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM soạn nháp — thiếu đường/dấm (không có food_item), CẦN R2 duyệt."
VN-TRUNG-CHIEN,Trứng chiên hành,Chung,vn,protein,140,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),LLM soạn nháp — CẦN R2 duyệt gram. [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]
VN-CANH-SU-HAO,Canh su hào cà rốt thịt băm,Chung,vn,soup,250,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),LLM soạn nháp — CẦN R2 duyệt gram. [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]
VN-NAM-XAO-THIT-BO,Nấm hương xào thịt bò,Chung,vn,protein,165,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),LLM soạn nháp — CẦN R2 duyệt gram. [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]
PHO-BO-VCB,Phở bò kiểu Hà Nội,bắc,vn,one_dish,,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","Công thức NHÁP từ vietnamesecookbook.com/vi/recipes/pho-bo/ (crawl 2026-08-07, robots.txt cho phép). Khẩu phần gốc 6 người. THIẾU gia vị: hoa hồi, quế, thảo quả, đinh hương, hạt mùi (chưa có trong food_items.csv) — dinh dưỡng tính được KHÔNG đầy đủ. R2 cần rà."
BANH-MI-THIT-VCB,Bánh mì thịt,,vn,one_dish,195,"Chuyên gia duyệt 2026-08-13 (R1 bổ sung nguyên liệu định danh còn thiếu, số liệu là ước tính, có thể cập nhật sau)","Công thức NHÁP từ vietnamesecookbook.com/vi/recipes/banh-mi-thit/ (crawl 2026-08-07). Khẩu phần gốc 4 người. THIẾU: chả lụa, thịt nguội, đồ chua, ớt jalapeño (chưa có food_id khớp chắc chắn). R2 cần rà. [R1 TỪ CHỐI duyệt 2026-08-13 dù nằm trong đợt rà: thiếu chả lụa/thịt nguội (thành phần 'thịt' định danh món) — chỉ có 250g gan gà không đại diện đúng công thức gốc. Cần bổ sung nguyên liệu rồi R2 duyệt lại.] [R1 bổ sung nguyên liệu định danh 2026-08-13, R2 xác nhận duyệt luôn không chờ đối chiếu thêm — xem dish_ingredients.csv note từng dòng cho phương pháp ước tính.]"
BUN-BO-HUE-VCB,Bún bò Huế,trung,vn,one_dish,,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","Công thức NHÁP từ vietnamesecookbook.com/vi/recipes/bun-bo-hue/ (crawl 2026-08-07). Khẩu phần gốc 6 người. THIẾU: sả, mắm ruốc, hạt điều màu, ớt bột (chưa có food_id khớp chắc chắn). R2 cần rà."
CA-PHE-SUA-DA-VCB,Cà phê sữa đá,,vn,beverage,38.0,"Chuyên gia duyệt 2026-08-13 (R1 bổ sung nguyên liệu định danh còn thiếu, số liệu là ước tính, có thể cập nhật sau)","Công thức NHÁP từ vietnamesecookbook.com/vi/recipes/ca-phe-sua-da/ (crawl 2026-08-07). Khẩu phần gốc 1 ly. THIẾU: cà phê robusta rang (chưa có food_id). R2 cần rà. [R1 TỪ CHỐI duyệt 2026-08-13 dù nằm trong đợt rà: thiếu cà phê (chỉ có sữa đặc 35g) — thành phần định danh chính của món. Cần bổ sung nguyên liệu rồi R2 duyệt lại.] [R1 bổ sung nguyên liệu định danh 2026-08-13, R2 xác nhận duyệt luôn không chờ đối chiếu thêm — xem dish_ingredients.csv note từng dòng cho phương pháp ước tính.]"
BANH-XEO-VCB,Bánh xèo miền Tây,nam,vn,one_dish,,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","Công thức NHÁP từ vietnamesecookbook.com/vi/recipes/banh-xeo/ (crawl 2026-08-07). Khẩu phần gốc 4 người. THIẾU: bột nghệ, rau thơm (húng lủi/tía tô) (chưa có food_id khớp chắc chắn). R2 cần rà."
CA-KHO-TO-VCB,Cá kho tộ,nam,vn,protein,229,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","Công thức NHÁP từ vietnamesecookbook.com/vi/recipes/ca-kho-to/ (crawl 2026-08-07). Khẩu phần gốc 4 người. CHƯA GHÉP cá (nguyên liệu chính) — chỉ có đề xuất proxy Cá basa id=40 cho Cá bông lau, cần R2 xác nhận trước khi thêm. THIẾU thêm: tiêu, hành tím, nước màu, ớt hiểm. R2 cần rà. [R1 TỪ CHỐI duyệt dù có trong danh sách chuyên gia gửi: món CHƯA GHÉP cá (nguyên liệu chính) trong dish_ingredients.csv — duyệt sẽ đưa ra kcal/protein sai lệch nghiêm trọng cho bệnh nhân. Cần bổ sung cá + xác nhận nguồn rồi mới duyệt lại.] [ [R1 da bo sung nguyen lieu chinh (ca/ga) tu cong thuc goc vietnamesecookbook.com (fetch 2026-08-12) va tinh lai serving_g = tong khoi luong / 4 nguoi. Van con thieu vai gia vi phu (hanh tim/tieu/ot/rau thom) - anh huong dinh duong khong dang ke. Van giu pending, CAN R2 xac nhan ty le quy doi thit ga va nuoc hang truoc khi duyet.]"
GOI-CUON-VCB,Gỏi cuốn,nam,vn,one_dish|vegetable,251,"Chuyên gia duyệt 2026-08-13 (R1 bổ sung nguyên liệu định danh còn thiếu, số liệu là ước tính, có thể cập nhật sau)","Công thức NHÁP từ vietnamesecookbook.com/vi/recipes/goi-cuon/ (crawl 2026-08-07). Khẩu phần gốc 4 người. THIẾU: húng bạc hà, bánh tráng, tương hoisin, bơ đậu phộng (chưa có food_id khớp chắc chắn). R2 cần rà. [R1 TỪ CHỐI duyệt 2026-08-13 dù nằm trong đợt rà: thiếu bánh tráng (vỏ cuốn) — không có bánh tráng thì không phải 'gỏi CUỐN'. Cần bổ sung nguyên liệu rồi R2 duyệt lại.] [R1 bổ sung nguyên liệu định danh 2026-08-13, R2 xác nhận duyệt luôn không chờ đối chiếu thêm — xem dish_ingredients.csv note từng dòng cho phương pháp ước tính.]"
CANH-CHUA-CA-VCB,Canh chua cá,nam,vn,soup,311,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","Công thức NHÁP từ vietnamesecookbook.com/vi/recipes/canh-chua-ca/ (crawl 2026-08-07). Khẩu phần gốc 4 người. CHƯA GHÉP cá (nguyên liệu chính) — chỉ có đề xuất proxy Cá basa id=40 cho Cá bông lau, cần R2 xác nhận trước khi thêm. THIẾU thêm: me vắt, bạc hà/dọc mùng, ngò om, ớt hiểm. R2 cần rà. [R1 TỪ CHỐI duyệt dù có trong danh sách chuyên gia gửi: món CHƯA GHÉP cá (nguyên liệu chính) trong dish_ingredients.csv — duyệt sẽ đưa ra kcal/protein sai lệch nghiêm trọng cho bệnh nhân. Cần bổ sung cá + xác nhận nguồn rồi mới duyệt lại.] [ [R1 da bo sung nguyen lieu chinh (ca/ga) tu cong thuc goc vietnamesecookbook.com (fetch 2026-08-12) va tinh lai serving_g = tong khoi luong / 4 nguoi. Van con thieu vai gia vi phu (hanh tim/tieu/ot/rau thom) - anh huong dinh duong khong dang ke. Van giu pending, CAN R2 xac nhan ty le quy doi thit ga va nuoc hang truoc khi duyet.]"
COM-TAM-VCB,Cơm tấm sườn nướng,nam,vn,one_dish,266,"Chuyên gia duyệt 2026-08-13 (R1 bổ sung nguyên liệu định danh còn thiếu, số liệu là ước tính, có thể cập nhật sau)","Công thức NHÁP từ vietnamesecookbook.com/vi/recipes/com-tam/ (crawl 2026-08-07). Khẩu phần gốc 4 người. THIẾU: sả, hành tím, tiêu, gạo tấm (dùng gạo tẻ thường làm proxy tạm — chưa ghép), đồ chua. R2 cần rà. [R1 TỪ CHỐI duyệt 2026-08-13 dù nằm trong đợt rà: thiếu gạo/gạo tấm hoàn toàn — không có nguyên liệu tinh bột nào trong công thức của một món CƠM. Cần bổ sung nguyên liệu rồi R2 duyệt lại.] [R1 bổ sung nguyên liệu định danh 2026-08-13, R2 xác nhận duyệt luôn không chờ đối chiếu thêm — xem dish_ingredients.csv note từng dòng cho phương pháp ước tính.]"
BUN-CHA-VCB,Bún chả,bắc,vn,one_dish,,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),"Công thức NHÁP từ vietnamesecookbook.com/vi/recipes/bun-cha/ (crawl 2026-08-07). Khẩu phần gốc 4 người. THIẾU: hành khô, tiêu, giấm gạo, rau thơm hỗn hợp. R2 cần rà. [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]"
MI-QUANG-VCB,Mì Quảng,trung,vn,one_dish,288,"Chuyên gia duyệt 2026-08-13 (R1 bổ sung nguyên liệu định danh còn thiếu, số liệu là ước tính, có thể cập nhật sau)","Công thức NHÁP từ vietnamesecookbook.com/vi/recipes/mi-quang/ (crawl 2026-08-07). Khẩu phần gốc 4 người. THIẾU: hành tím, dầu điều, mì Quảng sợi to (dùng bún tươi làm proxy — chưa ghép), bánh tráng mè, ớt, tiêu. R2 cần rà. [R1 TỪ CHỐI duyệt 2026-08-13 dù nằm trong đợt rà: thiếu sợi mì hoàn toàn — không có nguyên liệu tinh bột nào trong công thức của một món MÌ. Cần bổ sung nguyên liệu rồi R2 duyệt lại.] [R1 bổ sung nguyên liệu định danh 2026-08-13, R2 xác nhận duyệt luôn không chờ đối chiếu thêm — xem dish_ingredients.csv note từng dòng cho phương pháp ước tính.]"
NUOC-CHAM-VCB,Nước chấm,,vn,condiment,,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)",Công thức NHÁP từ vietnamesecookbook.com/vi/recipes/nuoc-cham/ (crawl 2026-08-07). Khẩu phần gốc 6. THIẾU: ớt hiểm. R2 cần rà.
THIT-KHO-TRUNG-VCB,Thịt kho trứng,nam,vn,protein,,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","Công thức NHÁP từ vietnamesecookbook.com/vi/recipes/thit-kho-trung/ (crawl 2026-08-07). Khẩu phần gốc 6. THIẾU: nước màu, hành tím, tiêu. R2 cần rà."
BUN-RIEU-VCB,Bún riêu cua,bắc,vn,one_dish,514,"Chuyên gia duyệt 2026-08-13 (R1 bổ sung nguyên liệu định danh còn thiếu, số liệu là ước tính, có thể cập nhật sau)","Công thức NHÁP từ vietnamesecookbook.com/vi/recipes/bun-rieu/ (crawl 2026-08-07). Khẩu phần gốc 4 người. THIẾU: cua xay/thịt cua đóng hộp (không có food_id phù hợp), tôm khô, hành tím, me vắt, hạt điều màu. R2 cần rà — món này thiếu nhiều nhất, nutrition tính được sẽ lệch đáng kể. [R1 TỪ CHỐI duyệt 2026-08-13 dù nằm trong đợt rà: thiếu cua — thành phần định danh chính của 'bún riêu CUA', chỉ có trứng/cà chua/đậu phụ. Cần bổ sung nguyên liệu rồi R2 duyệt lại.] [R1 bổ sung nguyên liệu định danh 2026-08-13, R2 xác nhận duyệt luôn không chờ đối chiếu thêm — xem dish_ingredients.csv note từng dòng cho phương pháp ước tính.]"
PHO-GA-VCB,Phở gà,bắc,vn,one_dish,498,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","Công thức NHÁP từ vietnamesecookbook.com/vi/recipes/pho-ga/ (crawl 2026-08-07). Khẩu phần gốc 4 người. CHƯA GHÉP thịt gà (chỉ có proxy gần đúng Thịt gà ta id=4044 cho ""gà nguyên con"", cần R2 xác nhận trước khi thêm — vì vậy món này hiện THIẾU nguồn đạm chính). THIẾU thêm: hành khô, hạt ngò, bánh phở khô, rau răm, ớt hiểm. R2 cần rà. [R1 TỪ CHỐI duyệt dù có trong danh sách chuyên gia gửi: món CHƯA GHÉP thịt gà (nguyên liệu đạm chính) trong dish_ingredients.csv — duyệt sẽ đưa ra kcal/protein sai lệch nghiêm trọng cho bệnh nhân. Cần bổ sung thịt gà + xác nhận nguồn rồi mới duyệt lại.] [ [R1 da bo sung nguyen lieu chinh (ca/ga) tu cong thuc goc vietnamesecookbook.com (fetch 2026-08-12) va tinh lai serving_g = tong khoi luong / 4 nguoi. Van con thieu vai gia vi phu (hanh tim/tieu/ot/rau thom) - anh huong dinh duong khong dang ke. Van giu pending, CAN R2 xac nhan ty le quy doi thit ga va nuoc hang truoc khi duyet.]"
NIN-PHO-BO-CHIN,Phở bò chín,,vn,one_dish,302,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]"
NIN-PHO-BO-TAI,Phở bò tái,,vn,one_dish,302,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]"
NIN-PHO-GA,Phở gà,,vn,one_dish,312,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]"
NIN-BUN-CHA,Bún chả,,vn,one_dish,365,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]"
NIN-BUN-DAU,Bún đậu,,vn,one_dish,370,"Chuyen gia duyet 2026-08-12 (ghi chu thu cong, so lieu uoc tinh)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [R1 đã ước tính lại gram nguyên liệu theo khẩu phần chuẩn phổ biến, 2026-08-12 — vẫn là ước tính (is_estimated), CẦN R2/NIN xác nhận nguồn trước khi dùng cho bệnh nhân thật.] [Chuyên gia xác nhận 2026-08-12: có thể dùng ngay với gram đã ước tính lại, sẽ cập nhật số liệu sau nếu chuyên gia dinh dưỡng có nguồn chính xác hơn.]"
NIN-BUN-OC,Bún ốc,,vn,one_dish,290,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]"
NIN-BUN-DOC-MUNG,Bún dọc mùng,,vn,one_dish,325,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]"
NIN-BUN-BO-NAM-BO,Bún bò Nam bộ,,vn,one_dish,345,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]"
NIN-CHAO-LONG,Cháo lòng,,vn,one_dish,395,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-CHAO-SUON,Cháo sườn,,vn,one_dish,393,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-COM-RANG,Cơm rang,,vn,one_dish,360,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-XOI-DO-XANH,Xôi đỗ xanh,,vn,staple|one_dish,250,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-XOI-LAC,Xôi lạc,,vn,staple|one_dish,250,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-XOI-NGO,Xôi ngô,,vn,staple|one_dish,250,"Chuyên gia duyệt 2026-08-13 (R2 xác nhận duyệt đợt rà 53 món pending còn lại — số liệu công thức từ nguồn crawl có ghi chú, thiếu gia vị phụ không chặn duyệt)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13)"
NIN-NEM-RAN,Nem rán,,vn,protein,200,"Chuyen gia duyet 2026-08-12 (ghi chu thu cong, so lieu uoc tinh)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia xác nhận 2026-08-12: có thể dùng ngay với gram đã ước tính lại, sẽ cập nhật số liệu sau nếu chuyên gia dinh dưỡng có nguồn chính xác hơn.]"
NIN-NEM-LUI,Nem lụi,,vn,protein,165,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]"
NIN-CHA-LA-LOT,Chả lá lốt,,vn,protein,155,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]"
NIN-GIO-LUA,Giò lụa,,vn,protein,100,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]"
NIN-GIO-BO,Giò bò,,vn,protein,100,Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi),"LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [Chuyên gia duyệt 2026-08-12 (ghi chú thủ công thay giao diện duyệt tạm — web lỗi)]"
NIN-CHA-QUE,Chả quế,,vn,protein,100,"Chuyen gia duyet 2026-08-12 (ghi chu thu cong, so lieu uoc tinh)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [R1 đã ước tính lại gram nguyên liệu theo khẩu phần chuẩn phổ biến, 2026-08-12 — vẫn là ước tính (is_estimated), CẦN R2/NIN xác nhận nguồn trước khi dùng cho bệnh nhân thật.] [Chuyên gia xác nhận 2026-08-12: có thể dùng ngay với gram đã ước tính lại, sẽ cập nhật số liệu sau nếu chuyên gia dinh dưỡng có nguồn chính xác hơn.]"
NIN-CHA-QUE-LON,Chả quế lợn,,vn,protein,100,"Chuyen gia duyet 2026-08-12 (ghi chu thu cong, so lieu uoc tinh)","LLM de xuat nguyen lieu + gram cho khau phan chuan pho bien (khong dan duoc nguon so lieu cu the) - R2 CHUA DUYET, khong dung cho benh nhan that cho toi khi ra xong (DAT-13) [R1 đã ước tính lại gram nguyên liệu theo khẩu phần chuẩn phổ biến, 2026-08-12 — vẫn là ước tính (is_estimated), CẦN R2/NIN xác nhận nguồn trước khi dùng cho bệnh nhân thật.] [Chuyên gia xác nhận 2026-08-12: có thể dùng ngay với gram đã ước tính lại, sẽ cập nhật số liệu sau nếu chuyên gia dinh dưỡng có nguồn chính xác hơn.]"
