dish_id,unit_code,grams,source_ref,verified_by
NIN-PHO-GA,to_an,351.2,serving_g của chính món trong dishes.csv (351.2 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-CHA,bat_an,345.2,serving_g của chính món trong dishes.csv (345.2 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-CHA,chen_an,345.2,serving_g của chính món trong dishes.csv (345.2 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-CHA,doi_an,345.2,serving_g của chính món trong dishes.csv (345.2 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-CHA,to_an,345.2,serving_g của chính món trong dishes.csv (345.2 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-DAU,bat_an,370.0,serving_g của chính món trong dishes.csv (370 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-DAU,chen_an,370.0,serving_g của chính món trong dishes.csv (370 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-DAU,doi_an,370.0,serving_g của chính món trong dishes.csv (370 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-DAU,to_an,370.0,serving_g của chính món trong dishes.csv (370 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-OC,bat_an,505.1,serving_g của chính món trong dishes.csv (505.1 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-OC,chen_an,505.1,serving_g của chính món trong dishes.csv (505.1 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-OC,doi_an,505.1,serving_g của chính món trong dishes.csv (505.1 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-OC,to_an,505.1,serving_g của chính món trong dishes.csv (505.1 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-DOC-MUNG,bat_an,325.0,serving_g của chính món trong dishes.csv (325 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-DOC-MUNG,chen_an,325.0,serving_g của chính món trong dishes.csv (325 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-DOC-MUNG,doi_an,325.0,serving_g của chính món trong dishes.csv (325 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-DOC-MUNG,to_an,325.0,serving_g của chính món trong dishes.csv (325 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-BO-NAM-BO,bat_an,345.0,serving_g của chính món trong dishes.csv (345 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-BO-NAM-BO,chen_an,345.0,serving_g của chính món trong dishes.csv (345 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-BO-NAM-BO,doi_an,345.0,serving_g của chính món trong dishes.csv (345 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-BUN-BO-NAM-BO,to_an,345.0,serving_g của chính món trong dishes.csv (345 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-CHAO-LONG,bat_an,639.8,serving_g của chính món trong dishes.csv (639.8 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-CHAO-LONG,chen_an,639.8,serving_g của chính món trong dishes.csv (639.8 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-CHAO-LONG,doi_an,639.8,serving_g của chính món trong dishes.csv (639.8 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-CHAO-LONG,to_an,639.8,serving_g của chính món trong dishes.csv (639.8 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-CHAO-SUON,bat_an,393.0,serving_g của chính món trong dishes.csv (393 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-CHAO-SUON,chen_an,393.0,serving_g của chính món trong dishes.csv (393 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-CHAO-SUON,doi_an,393.0,serving_g của chính món trong dishes.csv (393 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-CHAO-SUON,to_an,393.0,serving_g của chính món trong dishes.csv (393 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-MIEN-LUON,bat_an,330.4,"serving_g của chính món trong dishes.csv (330.4 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới. [ĐỒNG BỘ 2026-08-17: công thức món đổi (thay gram LLM bằng nguồn sách 555), serving_g 220.0 -> 97.4 g; bảng này chỉ soi theo serving_g nên cập nhật theo, không suy số mới.]",Chuyên gia duyệt 2026-08-15 (R2)
NIN-MIEN-LUON,chen_an,330.4,"serving_g của chính món trong dishes.csv (330.4 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới. [ĐỒNG BỘ 2026-08-17: công thức món đổi (thay gram LLM bằng nguồn sách 555), serving_g 220.0 -> 97.4 g; bảng này chỉ soi theo serving_g nên cập nhật theo, không suy số mới.]",Chuyên gia duyệt 2026-08-15 (R2)
NIN-MIEN-LUON,doi_an,330.4,"serving_g của chính món trong dishes.csv (330.4 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới. [ĐỒNG BỘ 2026-08-17: công thức món đổi (thay gram LLM bằng nguồn sách 555), serving_g 220.0 -> 97.4 g; bảng này chỉ soi theo serving_g nên cập nhật theo, không suy số mới.]",Chuyên gia duyệt 2026-08-15 (R2)
NIN-MIEN-LUON,to_an,330.4,"serving_g của chính món trong dishes.csv (330.4 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới. [ĐỒNG BỘ 2026-08-17: công thức món đổi (thay gram LLM bằng nguồn sách 555), serving_g 220.0 -> 97.4 g; bảng này chỉ soi theo serving_g nên cập nhật theo, không suy số mới.]",Chuyên gia duyệt 2026-08-15 (R2)
NIN-MIEN-NGAN,bat_an,338.7,serving_g của chính món trong dishes.csv (338.7 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-MIEN-NGAN,chen_an,338.7,serving_g của chính món trong dishes.csv (338.7 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-MIEN-NGAN,doi_an,338.7,serving_g của chính món trong dishes.csv (338.7 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
NIN-MIEN-NGAN,to_an,338.7,serving_g của chính món trong dishes.csv (338.7 g) — khẩu phần 1 bát/tô đã được R2 duyệt cùng công thức món. Không suy ra con số mới.,Chuyên gia duyệt 2026-08-15 (R2)
CANH-RAU-MUONG,bat_an,300,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
CANH-RAU-MUONG,chen_an,300,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
CANH-RAU-MUONG,doi_an,300,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
VN-RAU-MUONG-XAO-TOI,dia_an,215,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
VN-DAU-PHU-SOT-CA,dia_an,320,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
VN-GA-KHO-GUNG,dia_an,235,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
VN-CANH-CAI-TOM,bat_an,210,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
VN-CANH-CAI-TOM,chen_an,210,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
VN-CANH-CAI-TOM,doi_an,210,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
VN-SUON-XAO-CHUA-NGOT,dia_an,280,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
VN-TRUNG-CHIEN,dia_an,140,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
VN-CANH-SU-HAO,bat_an,250,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
VN-CANH-SU-HAO,chen_an,250,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
VN-CANH-SU-HAO,doi_an,250,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
VN-NAM-XAO-THIT-BO,dia_an,165,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
CA-KHO-TO-VCB,dia_an,218,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
GOI-CUON-VCB,dia_an,251,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
CANH-CHUA-CA-VCB,bat_an,302,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
CANH-CHUA-CA-VCB,chen_an,302,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
CANH-CHUA-CA-VCB,doi_an,302,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
THIT-KHO-TRUNG-VCB,dia_an,342,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
NIN-XOI-DO-XANH,bat_an,129.4,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
NIN-XOI-DO-XANH,chen_an,129.4,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
NIN-XOI-DO-XANH,doi_an,129.4,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
NIN-XOI-LAC,bat_an,250,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
NIN-XOI-LAC,chen_an,250,"serving_g của chính món trong dishes.csv — khẩu phần đã được R2 ký cùng công thức. Đơn vị dân gian chỉ ĐẶT TÊN cho khẩu phần đó, KHÔNG suy ra con số mới. [Sinh bằng scripts/sinh_quy_doi_khau_phan.py, R2 chốt 2026-08-18]","Chuyên gia duyệt 2026-08-18 (R2: kế thừa serving_g đã ký, chỉ đặt tên vật đựng)"
