url,name_vi,reason,detail
https://monngonmoingay.com/com-gao-lut-chien-ngheu/,Cơm Gạo Lứt Chiên Nghêu,unparsed_main_ingredient,"Gia vị: 	Nước tương &quot;Phú Sĩ&quot;, Hạt nêm Aji-ngon® Heo"
https://monngonmoingay.com/canh-suon-gyoza/,Canh Sườn Gyoza,unparsed_main_ingredient,Bánh xếp kiểu Nhật Gyoza		 2 gói
https://monngonmoingay.com/ga-nuong-chanh-sa-mayo/,Gà Nướng Chanh Sả Mayo,unparsed_main_ingredient,"Mật ong		 1/2M; Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản		 5M; Lá chúc cắt nhỏ		 2m; Sả băm 1M, tỏi băm 1M, ớt băm 1/2m"
https://monngonmoingay.com/tom-chien-canh-buom/,Tôm chiên cánh bướm,unparsed_main_ingredient,"Bắp non nhỏ: 8 trái; Mè rang: 1M; Gia vị: 	Dầu ăn, nước cốt chanh, muối, soda, ớt bột paprika"
https://monngonmoingay.com/tom-bao-moc-chien-gion/,Tôm bao mọc chiên giòn,unparsed_main_ingredient,Tôm sú nhỏ (size 50)   12 con; Nấm mèo đen     1 tai; Tiêu xanh   1 nhánh; Bánh tráng ủ lá chuối   6 cái
https://monngonmoingay.com/tom-muc-chien-gion/,Tôm mực chiên giòn,unparsed_main_ingredient,"Mù tạt xanh, ngò rí"
https://monngonmoingay.com/goi-cuon-chay-xot-dau-phong/,Gỏi cuốn chay xốt đậu phộng,unparsed_main_ingredient,"Bánh tráng	10 bánh; Đậu hũ chiên	1 miếng; Đậu phộng rang	4M; Rau thơm các loại, lá hẹ, xà lách"
https://monngonmoingay.com/che-ba-ba/,Chè bà ba,unparsed_main_ingredient,"Lá dứa      4-5 cây; Màu củ dền và màu lá dứa mỗi loại 2M; Gia vị: Muối, bột năng, vani"
https://monngonmoingay.com/com-nam-ngu-sac/,Cơm Nắm Ngũ Sắc,unparsed_main_ingredient,"Gạo dẻo 		 2 chén; Bắp mỹ luộc			Tách hạt; Gia vị: dầu ăn, nước tương &quot;Phú Sĩ&quot;, hành tím băm"
https://monngonmoingay.com/rau-cu-va-muc-chien/,Rau Củ Và Mực Chiên,unparsed_main_ingredient,"Aji-Quick® Bột tẩm khô chiên giòn		 1/2 gói; Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản		 2M; Tương xí muội		 1M; ĂN KÈM: rau mầm, húng lũi chiên"
https://monngonmoingay.com/mi-xao-thit-heo-rau-cu/,Mì Xào Thịt Heo Rau Củ,unparsed_main_ingredient,"Gia vị:	Đường, nước tương &quot;Phú Sĩ&quot;, Bột ngọt AJI-NO-MOTO®, Hạt nêm Aji-ngon® Heo, bột năng, dầu ăn, tiêu"
https://monngonmoingay.com/banh-da-xuc-thit-bam/,Bánh đa xúc thịt bằm,unparsed_main_ingredient,Bắp Mỹ: 1/2 trái; Mè rang; Bánh đa nướng; Nước tương LISA
https://monngonmoingay.com/banh-da-xao-thit-ga-chua-ngot/,Bánh đa xào thịt gà chua ngọt,unparsed_main_ingredient,"Tiêu, đường, dầu hào, ketchup; Nước tương LISA"
https://monngonmoingay.com/banh-da-xao-hai-san/,Bánh đa xào hải sản,unparsed_main_ingredient,"Nấm mèo    3 tai; Hành lá, hành tỏi băm, tiêu xay, sa tế"
https://monngonmoingay.com/ca-keo-kho-kim-chi-cu-cai/,Cá kèo kho kim chi củ cải,unparsed_main_ingredient,Ớt bột Hàn Quốc 1m
https://monngonmoingay.com/ca-loc-kho-cu-cai/,Cá lóc kho củ cải,unparsed_main_ingredient,"Rau ghém: xà lách, rau muống bào, cây chuối bào, cọng súng bào, rau thơm"
https://monngonmoingay.com/goi-bap-bo-hoa-2/,Gỏi bắp bò hoa,unparsed_main_ingredient,"Hành tím bào mỏng 1/2 chén; Dừa xiêm 1 trái; Sả bào, sả cây 4 cây sả, 2M sả bào; Ớt băm, sả băm, tỏi băm mỗi thứ 1/2m"
https://monngonmoingay.com/gio-heo-hon/,Giò heo hon,unparsed_main_ingredient,"Giò heo trước căt khoanh: 1/2 cái; Nước dừa nước hoặc xiêm: 0,5 lít; Quế cây: 1 cây 6cm; Tai vị: 1/2 tai"
https://monngonmoingay.com/thit-gio-heo-kho-cu-cai/,Thịt giò heo kho củ cải,unparsed_main_ingredient,ĂN KÈM: Cơm
https://monngonmoingay.com/xoi-vien-chien-nhan-thap-cam/,Xôi Viên Chiên Nhân Thập Cẩm,unparsed_main_ingredient,Xôi 4 màu (mỗi màu 1 chén); Lạp xưởng		 1/2 cây; Lòng đỏ trứng muối		 3 cái; Nấm hương
https://monngonmoingay.com/tra-sua-blendy-trai-cay/,Trà sữa blendy trái cây,unparsed_main_ingredient,Trà sữa Blendy Royal: 1 gói; Syrup đào: 2m; Đọt húng lủi: 1 đọt
https://monngonmoingay.com/salad-rau-cu-tron-xot-mayonnaise/,Salad rau củ trộn xốt mayonnaise,unparsed_main_ingredient,Thịt nguội: 1 lát; Ngò tây: 2 cây
https://monngonmoingay.com/salad-dau-giam-tron-mayonnaise/,Salad dầu giấm trộn Mayonnaise,unparsed_main_ingredient,Xà lách dòn: 2 cây
https://monngonmoingay.com/salad-ca-ngu-rau-thom/,Salad cá ngừ rau thơm,unparsed_main_ingredient,"Gia vị nêm sẵn Aji-Quick® Bột Tẩm Khô Chiên Giòn		 2M; Bữa chiều: Ăn kèm Ăn kèm: Bánh mì sanwich, Tráng miệng: Bưởi; Gia vị:  dầu ăn."
https://monngonmoingay.com/ca-ngu-kho-nuoc-mia/,Cá ngừ kho nước mía,unparsed_main_ingredient,"Nước mía : 1 chén; Tiêu, muối, nước mắm, dầu điều, dầu ăn"
https://monngonmoingay.com/ca-ngu-dai-duong-luc-lac/,Cá ngừ đại dương lúc lắc,unparsed_main_ingredient,"Mù tạt vàng		1M; ĂN KÈM: Khoai tây chiên, salad, cà chua"
https://monngonmoingay.com/ca-doi-kho-ca-chua/,Cá đối kho cà chua,unparsed_main_ingredient,"Tiêu, muối, nước mắm, dầu điều, đường"
https://monngonmoingay.com/ca-doi-kho-cai-chua/,Cá đối kho cải chua,low_food_id_cover,cover=0.64 thieu: Cải chua
https://monngonmoingay.com/ca-nuc-kho-thom-2/,Cá Nục Kho Thơm,unparsed_main_ingredient,"Mía lau : khoảng 15cm (cắt khúc vừa nồi); Nước màu: 1/2m; Dầu điều: 1M; Gia vị: 	Đường, tiêu, hành lá, muối, ớt bột, nước mắm, dầu điều, nước màu."
https://monngonmoingay.com/canh-ga-mang-chua/,Canh gà măng chua,low_food_id_cover,cover=0.57 thieu: Má đùi gà
https://monngonmoingay.com/nhong-xao-mang-chua-2/,Nhộng xào măng chua,unparsed_main_ingredient,Ớt sừng cắt quả trám
https://monngonmoingay.com/canh-ga-mang-chua-la-giang/,Canh gà măng chua lá giang,unparsed_main_ingredient,"Gà ta     1/2 con; ĂN KÈM: Ớt hiểm, ngò gai, rau om, nước mắm, muối, đường"
https://monngonmoingay.com/da-dieu-xot-trai-cay/,Đà điểu xốt trái cây,unparsed_main_ingredient,"Húng lũi cắt nhỏ 1 ít; Lá hương thảo 1m; Muối, tiêu, bột năng; Sữa tươi không đường"
https://monngonmoingay.com/da-dieu-xao-la-cach/,Đà điểu xào lá cách,unparsed_main_ingredient,"Ớt chuông vàng, đỏ    1/2 trái (mỗi loại); Nước cốt dừa           1 chén; Đậu phộng rang           2M"
https://monngonmoingay.com/da-dieu-luc-lac/,Đà điểu lúc lắc,unparsed_main_ingredient,Ớt chuông xanh: 1/3 củ; Ớt chuông đỏ: 1/3 củ; Ớt chuông vàng: 1/3 củ; Hành tím và ỏi băm
https://monngonmoingay.com/goi-so-long/,Gỏi sò lông,unparsed_main_ingredient,"Hành tím phi, mè rang; Ớt sừng cắt sợi, nước cốt tắc, húng quế"
https://monngonmoingay.com/so-long-xao-chua-ngot/,Sò lông xào chua ngọt,unparsed_main_ingredient,"Thơm    1/4 miếng; Nấm linh chi nâu   1 gói; Nước bột năng   2M; Tương cà, tương ớt, tương xí muội, sa tế"
https://monngonmoingay.com/so-long-kho-tieu-xanh/,Sò lông kho tiêu xanh,unparsed_main_ingredient,"Tiêu xanh : 2 nhánh; Nước dừa xiêm : 1/2 chén; Đầu hành lá; Tương ớt, sa tế"
https://monngonmoingay.com/bap-cai-tim-tron-tom/,Bắp cải tím trộn tôm,unparsed_main_ingredient,Lá quế : 10 lá; Dầu mè : 1m
https://monngonmoingay.com/bap-cai-tim-xao-hai-san/,Bắp cải tím xào hải sản,unparsed_main_ingredient,"Hành tây, cà chua, cần tàu, ớt sừng, tỏi.; Rượu trắng, bột năng, đường, tiêu, muối.; Nước tương LISA®."
https://monngonmoingay.com/canh-chua-bap-cai-tim/,Canh chua bắp cải tím,unparsed_main_ingredient,"Nước cốt me: 1/2 chén; Rau om, ngò gai, ớt hiểm; Tỏi phi có dầu: 2M"
https://monngonmoingay.com/mi-y-xot-nam/,Mì ý xốt nấm,unparsed_main_ingredient,"Rượu vang trắng: 1M; Dầu OLIU, tiêu xay"
https://monngonmoingay.com/vit-nuong-chao/,Vịt nướng chao,unparsed_main_ingredient,"Vịt : 1 con; Chao môn trắng : 4 viên; Tiêu, muối, đường, dầu điều, sa tế"
https://monngonmoingay.com/thit-bo-xao-dau-cove/,Thịt bò xào đậu cove,unparsed_main_ingredient,Nước tương LISA
https://monngonmoingay.com/salad-cam-dau-do/,Salad cam đậu đỏ,unparsed_main_ingredient,"Cam vàng: 1 trái; RAU NÊM:	Húng lủi; Gia vị: 	Bơ đậu phộng, sữa đặc"
https://monngonmoingay.com/pancake-kem-me/,PanCake kem mè,unparsed_main_ingredient,"Bột mỳ       3M; Vani      1 ống; Kẹo màu trang trí   1 ít; ĂN KÈM: hạnh nhân lát, dâu tây,  húng lủi"
https://monngonmoingay.com/nem-chay-ran/,Nem chay rán,unparsed_main_ingredient,"Salad, rau sống, đường, tiêu, dầu ăn, nước mắm chay"
https://monngonmoingay.com/muc-lui-sa-nuong/,Mực lụi sả nướng,unparsed_main_ingredient,"Sả cây    5 cây; Lá dứa    4 lá; Sả băm, tỏi băm, ớt băm mỗi thứ 1M; ĂN KÈM: Cơm trắng, dưa leo, xà lách, húng lủi"
https://monngonmoingay.com/mi-y-xot-cua/,Mì Ý xốt cua,unparsed_main_ingredient,Cua gạch: 2 con (Có thể mua cua thịt tươi &amp; gạch cua đóng hộp); Nước luộc cua: 1 chén (Có thể thay thế bằng nước dùng); Heavy cream: 1 chén (Nếu không có heavy cream có thể thay bằng cooking cream)
https://monngonmoingay.com/mi-cay-chay/,Mì cay chay,unparsed_main_ingredient,"Nước dùng chay 1.5 lít; Mì Udon 3 gói; Hành boaro cắt lát 1 cây; Rau húng quế, ngò gai, ớt hiểm băm nhỏ, dầu ăn"
https://monngonmoingay.com/lau-ca-thac-lac-kho-qua/,Lẩu cá thác lác khổ qua,unparsed_main_ingredient,Cọng thì là băm nhỏ : 1M; Bún tươi
https://monngonmoingay.com/khoai-tay-nuong-pho-mai/,Khoai tây nướng phô mai,unparsed_main_ingredient,Ngò tây:	1 nhánh
https://monngonmoingay.com/ga-xao-ngu-sac/,Gà xào ngũ sắc,unparsed_main_ingredient,"Sả non bào mỏng    2 cây; RAU NÊM: Hành, cần cắt khúc; Gia vị: muối, tiêu, bột năng, tỏi băm, rượu trắng, dầu ăn"
https://monngonmoingay.com/ga-nuong-noi-dat/,Gà nướng nồi đất,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l
https://monngonmoingay.com/cuon-tau-hu-ky-xot-ro-ti/,Cuốn tàu hũ ky xốt rô ti,unparsed_main_ingredient,Lá tàu hũ ky khô     2 lá lớn; Đậu hũ trắng       1 miếng lớn; Lá rong biển      2 Lá; Cọng ngò rí cắt nhỏ      2M
https://monngonmoingay.com/com-chien-mayonnaise-2/,Cơm chiên mayonnaise,unparsed_main_ingredient,"Cơm trắng: 3 chén; Tỏi băm, ớt cắt lát"
https://monngonmoingay.com/com-chien-duong-chau/,Cơm chiên Dương Châu,unparsed_main_ingredient,"Cơm trắng: 4 chén; Lạp xưởng: 1 cây; Dầu điều, xốt cà chua"
https://monngonmoingay.com/cha-hap-chay/,Chả hấp chay,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l
https://monngonmoingay.com/cha-gio-ngu-vi/,Chả giò ngũ vị,unparsed_main_ingredient,Da bò bía tươi    20 miếng; Lòng đỏ trứng vịt muối 2 cái; Hành tỏi phi    3M; Cọng cần cắt nhuyễn   2M
https://monngonmoingay.com/canh-ca-khoai-la-giang/,Canh cá khoai lá giang,unparsed_main_ingredient,Ngò om: 2 cây
https://monngonmoingay.com/cai-thia-xao-nam-dong-co-thit-cua/,Cải thìa xào nấm đông cô thịt cua,unparsed_main_ingredient,"Cải thìa   6 cây; Bột ngũ vị hương   1/4m; Gia vị: Dầu ăn, muối, tiêu, đường, bột năng, dầu mè, dầu hào, rượu trắng"
https://monngonmoingay.com/ca-loc-chien-mam-sa/,Cá lóc chiên mắm sả,unparsed_main_ingredient,"Nước hành tỏi   1M; Hành lá cắt nhỏ (hành hương)  2M; ĂN KÈM:  Cải con, xà lách, dưa leo; Gia vị: dầu ăn, rượu trắng, tiêu, nước mắm, đường"
https://monngonmoingay.com/banh-xeo-nhat-ban-2/,Bánh xèo Nhật Bản,unparsed_main_ingredient,"Cá ngừ khô bào: 2M; Rong biển cắt sợi: 1m; Bột mì: 2M; Gia vị: xốt okonomoyaki, dầu ăn"
https://monngonmoingay.com/bo-xot-vang/,Bò xốt vang,unparsed_main_ingredient,"Tỏi gừng băm, rau ngò gai; Ngũ vị hương, bơ lạt Muối, đường, tiêu hạt"
https://monngonmoingay.com/xoi-mat-nguyet/,Xôi Mặt Nguyệt,unparsed_main_ingredient,"Trái dành dành (Bắc) để lấy màu vàng, 	2 trái Lấy nước dành dành: Đập bể trái dành dành cho vào nước sôi ngâm lấy màu đậm đặc.; Hành phi	1M; Gia vị: 	Hành phi, tiêu, Nước tương &quot;Phú Sĩ&quot;, hành ngò, lá dứa, dầu ăn (hay mỡ gà)"
https://monngonmoingay.com/uc-ga-tron-quinoa-va-rau-cu/,Ức Gà Trộn Quinoa Và Rau Củ,low_food_id_cover,"cover=0.23 thieu: Thịt ức gà 1cm, Hạt quinoa, Đậu gà hộp Rửa lại qua nước sôi/ Chần qua nước sôi, Ớt chuông đỏ 1cm"
https://monngonmoingay.com/tui-ngoc-xot-me/,Túi Ngọc Xốt Mè,unparsed_main_ingredient,"Bánh tráng bò bía tươi		 2 lá; Gia vị: 	Dầu ăn, Aji-Quick® Bột Chiên Giòn"
https://monngonmoingay.com/thit-heo-chien-xu-tonkatsu/,Thịt Heo Chiên Xù Tonkatsu,unparsed_main_ingredient,"Thịt heo chiên xù kiểu Nhật Tonkatsu		 1 gói (2 miếng); Cơm trắng		 2 chén; Súp Miso (Miso, rong biển, đậu hũ non)		 2 chén; Đồ chua Nhật (gừng ngâm/ đậu luộc/…)"
https://monngonmoingay.com/thit-heo-chien-gion-vi-ca-ri/,Thịt Heo Chiên Giòn Vị Cà Ri,unparsed_main_ingredient,"Mè đen	 1M; Lá quế	 1 chén 	 Chọn lá nguyên, to để chiên; Măng tây 	 10 cây 	 Tước xơ phần già, cắt que như thịt; Nước tương	1m"
https://monngonmoingay.com/sushi-cupcake-ca-hoi/,Sushi cupcake cá hồi,unparsed_main_ingredient,"Lá rong biển sushi	 5 lá - 2 lá cắt nhuyễn, 3 lá cắt làm 4"
https://monngonmoingay.com/sup-ga-bi-do/,Súp Gà Bí Đỏ,unparsed_main_ingredient,RAU NÊM:	Đọt lá quế; ĂN KÈM: Bánh mì sanhdwich 4 lát
https://monngonmoingay.com/suon-nuong-xot-gac/,Sườn nướng xốt gấc,unparsed_main_ingredient,"Nước cam vàng	 2M; Vỏ cam 	 1/2M; ĂN KÈM:	Salad dầu giấm; Gia vị: 	Dầu hào “AJINOMOTO”, Hạt nêm Aji-ngon® Heo, tiêu, Bột ngọt AJI-NO-MOTO®, mật ong."
https://monngonmoingay.com/snack-rong-bien-thanh-cua/,Snack rong biển thanh cua,low_food_id_cover,"cover=0.26 thieu: Bánh tráng, Thanh cua, Rong biển giòn"
https://monngonmoingay.com/salad-gyoza/,SALAD GYOZA,unparsed_main_ingredient,"Gia vị: 	Nước tương &quot;Phú Sĩ&quot;, &quot;AJINOMOTO&quot; Giấm gạo lên men, đường"
https://monngonmoingay.com/salad-ca-hoi-trai-cay-nhiet-doi/,Salad Cá Hồi Trái Cây Nhiệt Đới,unparsed_main_ingredient,"Thơm cắt khoanh dầy 1cm		 3 lát 	Cắt khoanh dày, múc bỏ cùi thơm; Bơ chín		 1 quả 	Cắt khối; Thanh long đỏ		 1/2 quả 	Cắt khối; RAU NÊM: lá húng lủi , 1M hạt điều rang giã bể."
https://monngonmoingay.com/salad-ca-hoi-nuong-xot-mayo/,Salad cá hồi nướng xốt mayo,unparsed_main_ingredient,Tiêu đen xay
https://monngonmoingay.com/salad-bo-nuong-ap-chao/,Salad Bò Nướng Áp Chảo,unparsed_main_ingredient,"Thơm cắt lát		 3 lát; Táo 		 1/2 quả 	vỏ đỏ, giữ vỏ; Lê		 1 quả  gọt vỏ; Bánh mì croutons		 1 chén 	2 lát bánh mì sandwich cắt vuông, nướng bằng nồi chiên không dầu"
https://monngonmoingay.com/salad-bo-dau-rong/,Salad bò đậu rồng,unparsed_main_ingredient,"Gia vị: 	Dầu hào “AJINOMOTO”, Nước tương &quot;Phú Sĩ&quot;, tiêu, Bột ngọt AJI-NO-MOTO®, dầu, Hạt nêm Aji-ngon® Heo"
https://monngonmoingay.com/pho-xao-gion/,Phở Xào Giòn,unparsed_main_ingredient,"Gia vị: 	Dầu ăn, nước tương, đường, dầu hào, bột năng, hạt nêm"
https://monngonmoingay.com/pancake-trung-va-bacon/,Pancake Trứng Và Bacon,unparsed_main_ingredient,"ĂN KÈM:	Dưa leo, xà lách; Gia vị: 	Dầu ăn"
https://monngonmoingay.com/oc-huong-xoc-xot-trung-muoi/,Ốc Hương Xóc Xốt Trứng Muối,unparsed_main_ingredient,Sả cây		 2 cây; Gia vị: 	Dầu ăn
https://monngonmoingay.com/nui-ngu-sac/,Nui ngũ sắc,unparsed_main_ingredient,"RAU NÊM:	Hành tím băm, hành lá, ngò rí, hành phi"
https://monngonmoingay.com/nam-va-hanh-tay-chien-gion/,Nấm Và Hành Tây Chiên Giòn,unparsed_main_ingredient,"Gia vị: 	Dầu ăn, Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản, Aji-Quick® Bột Chiên Giòn"
https://monngonmoingay.com/nam-loc-nhung-kho-tieu-xanh-an-voi-chao-dau-do-chay/,Nấm Lộc Nhung Kho Tiêu Xanh Ăn Với Cháo Đậu Đỏ (Chay),unparsed_main_ingredient,Tiêu xanh	 3 nhánh; Đậu đỏ khô	 6M; Boa rô cắt lát 	 1 chén; Hạt nêm Nấm		1m
https://monngonmoingay.com/muffin-socola/,MUFFIN SOCOLA,low_food_id_cover,"cover=0.21 thieu: Sữa không đường, Dầu ăn, Socola chip"
https://monngonmoingay.com/muc-nhoi-xoi-tim-rau-cu/,MỰC NHỒI XÔI TÍM RAU CỦ,unparsed_main_ingredient,"Gừng cắt lát 	6 lát; Nước tương	1m; Hành phi	1/2M; Gia vị: 	Hạt nêm Aji-ngon® Heo, tiêu, hành phi, hành tỏi, tương ớt, ngò ớt trình bày"
https://monngonmoingay.com/mien-xao-cua-mang-tay/,Miến Xào Cua Măng Tây,unparsed_main_ingredient,"Măng tây		 8 cây 	Tước vỏ, cắt khúc 5 cm; Cần tây		 1 bẹ 	Cắt lát xéo; Gia vị: 	Hành tỏi băm, tiêu, dầu hào, bột năng, đường, Hạt nêm Aji-ngon® Heo, dầu ăn."
https://monngonmoingay.com/mi-xao-bo/,MÌ XÀO BÒ,unparsed_main_ingredient,"Gia vị: Bột ngọt AJI-NO-MOTO®, đường, Nước tương &quot;Phú Sĩ&quot;, dầu ăn, tiêu, bột năng"
